-1:57:08 | SpaceTalon: YYYYYAAAAAAAAAAAAAHHHHHHHHHHHHHH
5:09 | (New member) Theblekedet: :_yah:
5:09 | (New member) skrong: based
5:09 | (New member) Zeng: :_oha::_dayo:
5:12 | (New member) anonEDM: 🦀
5:12 | (New member) Matthew: UOOHHHHH 😭
5:12 | (New member) ユーネ: 🦀
5:13 | (New member) Zia: Understandable
5:14 | (New member) hohoemikuma: :_oha: :_dayo: :_bea: !
5:15 | (New member) ThatVidyaGuy: 👁👄👁 I am looking
5:17 | (New member) david johnston: uuuoooooooohhhhhhhhhh 
5:18 | (New member) sleepypwns: same tbh
5:19 | Arcus crundelic: I undastand
5:20 | (New member) Verijero: beatani was a kanibal all along
5:20 | (New member) Cave Johnson: UUUOOOHHH
5:20 | No Body: mmh crab
5:21 | (New member) Ludd: 🦀 :_kita:
5:23 | (New member) Suukotto Funsha: Based cute and funny bear
5:24 | (New member) Mister Eko: 🦀:_sprdo:
5:27 | (New member) Kaiser Kebab: :_yah:
5:29 | AtomicBanana 55: Good morning!
5:32 | (New member) anonEDM: crab love
5:40 | Master Menos: Greetings!
5:42 | (New member) Moeniki: くそげー？
5:43 | (New member) david johnston: 🦀
5:43 | (New member) Ark K.: uohhhhhhh
5:46 | (New member) Cave Johnson: Are you really going to play a game?
5:47 | (New member) Verijero: ?
5:49 | Börk Börk: Ohadayo Beatani
5:50 | Alaor B: look at this bear being all cute
5:57 | VerticalCloud: it's a portal
5:58 | Hertan: Fastest bear in the east
5:59 | (New member) Zyadarya: Slipping into the void 
6:01 | (New member) Antonio Badilla: Ohadayo
6:04 | (New member) Matthew: Beatani cutting on stream...
6:04 | Master Menos: Oh, no, it crashed!?
6:11 | (New member) No Body: Welcome to For My Family!
6:12 | (New member) TWAIN: the meds are working...
6:13 | Sheep: indie program please understand
6:14 | (New member) Stray Wolf: portals
6:16 | Terjesel: Hajimemashite bear
6:16 | Voltage: oHADAYOO
6:16 | (New member) CantDood: must be the wind
6:17 | (New member) TWAIN: bea is fading away...
6:18 | (New member) Raziel: there be meds
6:22 | (New member) david johnston: can you escape from xp hill from the left side?
6:35 | (New member) Absolute Link: good morning bea
6:44 | (New member) anonEDM: Yep
6:45 | (New member) BasedBug: I've seen it before!
6:46 | Sheep: yes
6:49 | (New member) Rob G.: sup?
6:49 | Hertan: S P E E D
6:53 | (New member) Ark K.: i don't know this game
6:55 | (New member) TWAIN: wait is that really the name
6:55 | (New member) Kaiser Kebab: RPGmaker game 
6:55 | (New member) XeniVari: Yah.
6:57 | (New member) Steven Frati: I've seen dog play this one.
6:58 | (New member) RBZE7: You better translate every single line of dialogue !
7:04 | (New member) Cave Johnson: >playing game
7:05 | (New member) Suukotto Funsha: RPG Maker troll games are great
7:06 | stuffed idiot: manlet game
7:11 | (New member) Kaiser Kebab: 15 minutes?
7:15 | (New member) BasedBug: Car Avoiding Simulator
7:16 | Ontack: I think I've seen it before
7:18 | (New member) Theblekedet: I watched this
7:34 | (New member) Ark K.: 15 minutes stream ikz?
7:35 | (New member) Ekusupuroshon: Doogs Hate!
7:37 | (New member) Antonio Badilla: Short stream
7:40 | Joestar: Hello Bear!
7:41 | (New member) Mister Eko: based
7:41 | (New member) CantDood: Mr. ころ
7:43 | (New member) RBZE7: we'll have time for some CHKN if it's too short !
7:50 | (New member) Canna: Wanted to avoid spoilers 
7:53 | (New member) Steven Frati: Please show us your best interpertation.
7:54 | (New member) Moeniki: sasuga
7:56 | (New member) LapanNaxela: Will it be english?
7:57 | AtomicBanana 55: I haven't seen it either.
8:03 | (New member) RBZE7: drama ?
8:03 | (New member) LassesAffar: clipped!
8:07 | (New member) BasedBug: The exact opposite of a 3.5 hour stream from yesterday
8:07 | (New member) Momiji Channel: :_oha::_dayo:
8:11 | stuffed idiot: DOOG HATE
8:20 | (New member) Zed: didn't watch stream only clips. based bear
8:20 | (New member) Stray Wolf: can't bear 
8:23 | Terjesel: adogable
8:24 | (New member) BasedBug: DOOG UGLY?
8:25 | (New member) Ekusupuroshon: She can BEAR to love her...
8:25 | (New member) Tianfang's Adventures: Doog love
8:30 | (New member) Ark K.: cute doog
8:37 | (New member) ThatVidyaGuy: DOG HATE
8:38 | (New member) Moeniki: doggo scares bear
8:42 | Luginov: doggo hate but doog love
8:45 | (New member) CantDood: DOG HATE
8:49 | (New member) Theblekedet: doggo hate?
8:49 | Voltage: DOGGO HATEEEE
8:50 | (New member) hohoemikuma: please love doggo.... 🐕
8:51 | (New member) 77Yuja_: foolish dog...
8:53 | (New member) Xayn: Mau...
8:53 | (New member) Sol Codguy: ugly and unfunny dogs
8:53 | (New member) Rye Mountain: NO DOGGO ALLOWED
8:54 | (New member) Mister Eko: I can't stand this, they are cute as fuck
8:54 | (New member) Shippo: dogs > cats
9:02 | (New member) Lazm: Stupid dads btfo
9:02 | (New member) Stray Wolf: Koro-san watch out 
9:03 | (New member) Kaiser Kebab: Dog hate?
9:04 | (New member) No Body: dogs are smart though..
9:06 | (New member) gyroninja: べあたにだけ
9:07 | (New member) Zeng: all my homies hate dogs
9:07 | (New member) TWAIN: how can you hate this... 🐕
9:09 | (New member) loveletter: doggo fears the kuma
9:10 | (New member) david johnston: no bully doog
9:23 | (New member) ThatVidyaGuy: The dog reminds her of Takuya.
9:27 | (New member) CantDood: :_kita:
9:31 | (New member) LassesAffar: too loud
9:31 | (New member) Ark K.: dog can kick your butt
9:40 | (New member) Moeniki: :_kita:
10:20 | April Hart: yay yay!
10:37 | (New member) Mister Eko: IKZZZZ
10:38 | illogikal: 👋
10:38 | (New member) BasedBug: She sounds surprisingly awake for doing more twitter shitposts
10:42 | (New member) Moeniki: IKZ
10:44 | Alaor B: games!
10:46 | (New member) Steven Frati: :_kita::_kita::_kita:
10:47 | (New member) Theblekedet: IKZZ
10:48 | (New member) ユーネ: music loud a bit
10:50 | (New member) TWAIN: fast game
10:51 | Hertan: ちょっとうるさい
10:51 | (New member) david johnston: woah a game is getting played this stream!
10:52 | (New member) Ark K.: kumage
10:52 | (New member) Hanabi: wow I got home just in time
10:56 | (New member) Mechanized Doge: :_oha::_dayo:
10:59 | Fumo Gaming: speedrun!
11:00 | (New member) Sol Codguy: IKZ
11:03 | Joestar: Lol
11:06 | (New member) Suukotto Funsha: Too short RPG is the best bakage
11:09 | (New member) CantDood: she's not going to beat it right
11:09 | Guuppa: but HOW fast could it be..?
11:09 | (New member) Lazm: This doesn't look like CHKN.
11:10 | Sheep: good now
11:13 | (New member) ユーネ: クマゲ
11:17 | (New member) Moeniki: iiyo
11:18 | (New member) LassesAffar: yes!
11:18 | (New member) ユーネ: いいよ
11:18 | Hertan: OK
11:19 | (New member) Matthew: It's too early
11:19 | Sheep: in the morning?
11:19 | (New member) BasedBug: Alcohol this early?
11:20 | (New member) Zia: Of course
11:20 | (New member) ThatVidyaGuy: Please do so!
11:20 | GBSword: :yougotthis:
11:20 | (New member) Cave Johnson: oh no
11:20 | (New member) 77Yuja_: いいよ
11:21 | (Verified, Moderator) Streamlabs: EatingMikeTysonsAss just tipped $10.00 dayo!
11:21 | (New member) skrong: yes
11:21 | (New member) Andrew: wow were actually playing a game today unlike yesterday lamfaooo
11:21 | VerticalCloud: of course. it's the morning
11:22 | (New member) Canna: Cheers!
11:22 | (New member) Momiji Channel: いいよ
11:23 | (New member) Ekusupuroshon: ALCOHOL IS TASTY YES
11:24 | stuffed idiot: isn't it 7am!?!?
11:26 | (New member) Zia: Don't forget the weed too
11:26 | (New member) Absolute Link: don't let us stop you lol
11:28 | (New member) Theblekedet: sure
11:29 | (New member) Ludd: いいよ
11:29 | (New member) Raziel: Hell yeah
11:31 | (New member) CantDood: alcoholic daughter...
11:31 | (New member) Moeniki: morning drinking...pain
11:32 | (New member) Zed: 7am kek
11:32 | April Hart: loli bear drinking alcohol sure
11:33 | (New member) Mister Eko: yab yab yab yab OK
11:34 | (New member) Cave Johnson: Wake up alcohol
11:34 | (New member) ユーネ: 🍺□
11:34 | (New member) TWAIN: brave bear
11:34 | Lodowa Wrozka: I'm drinking beer now, so lets drink together
11:36 | (New member) Verijero: at 7 am?
11:36 | (New member) gyroninja: I don't know. Can you?
11:37 | Fumo Gaming: yeah
11:39 | (New member) Steven Frati: kanpai
11:39 | (New member) RBZE7: you gotta wake up somehow, of course you can drink shnaps 
11:39 | (New member) Sol Codguy: The bear cannot be stopped
11:39 | (New member) Lazm: You are 24-years-old bear. Of course you can drink alcohol.
11:40 | (New member) Kaiser Kebab: 🍻🍺🍺🍻
11:40 | (New member) Stray Wolf: it's okay 
11:40 | (New member) No Body: mmh alcohol at 7 for breakfast
11:40 | (New member) Canna: Day drinking with my daughter lets goooooo
11:40 | (New member) anonEDM: Heavy drinking at 7 in the monring....
11:41 | Joestar: Yes you can daughter 
11:41 | (New member) Theblekedet: morning drinking
11:41 | (New member) Rye Mountain: I have already begun drinking
11:44 | (New member) Absolute Link: it's not our decision lol
11:44 | (New member) Tianfang's Adventures: Drinking is fine
11:47 | (New member) Mechanized Doge: alcoholic bear...
11:49 | (New member) Raziel: kanpai!
11:50 | (New member) BasedBug: I guess you don't have any plans for the rest of the day!
11:51 | Arcus crundelic: your over 18... why you ask? of course you can
11:52 | (New member) Margrave: Too early!
11:53 | (New member) ユーネ: かんぱい
11:55 | (New member) Antonio Badilla: Strong zero?
11:56 | Shaddox: Day drinking with my daughter yass
11:58 | (New member) Xayn: What are you drinking?
11:59 | (New member) Idle Bear: It's past noon some place.
12:03 | April Hart: SUGOI
12:03 | (New member) Absolute Link: lmao
12:04 | (New member) ThatVidyaGuy: Don't go blind!
12:04 | SparkiL: i'll drink too then
12:05 | (New member) TWAIN: can't wait for the drunken tweets arc
12:05 | (New member) Rye Mountain: Moonshine?!
12:06 | (New member) Ark K.: where do you get alcohol in xp hill?
12:07 | April Hart: she can make moonshine wow!
12:09 | Ontack: Moonshine！
12:13 | (New member) Tianfang's Adventures: based moonshine bear
12:13 | (New member) Theblekedet: moonshining bear sugoi
12:15 | (New member) Cave Johnson: Kuma illegal distillery
12:16 | (New member) Stray Wolf: take a shot every time you die
12:17 | April Hart: LOL
12:19 | April Hart: so early
12:19 | (New member) david johnston: siiiiiip
12:22 | Herbie Cucumber: bootlegging beatani
12:25 | (New member) Rye Mountain: Moonshine is illegal homemade alcohol
12:26 | (New member) Moeniki: you should drink Morning Lescue
12:28 | (New member) ユーネ: morning alcohol best alcohol
12:30 | stuffed idiot: my daughter is an alcoholic...
12:34 | (New member) Zia: Ah, alcohol at 7am indeed
12:38 | Arcus crundelic: never too early you for a drink you normie
12:39 | (New member) BasedBug: Omori #7 part 2 here we go
12:39 | (New member) Antonio Badilla: Alcoholic arc lets go
12:40 | (New member) Shippo: 🌬:_sprdo: FAST KUMA
12:40 | (New member) Sol Codguy: Drinking moonshine with Beatani!
12:41 | (New member) Tianfang's Adventures: avoiding the irs with bear~
12:43 | (New member) LapanNaxela: Too slow
12:46 | (New member) ユーネ: はやい
12:48 | Ontack: Where'd she learn about moonshine?
12:56 | Juvisy: I like a good breakfast beer
12:57 | Mizuki Arisu: daydrinking bear ❤
13:01 | (New member) anonEDM: sanic text
13:07 | April Hart: kawaii
13:10 | (New member) RBZE7: is she wasted already with 2 shots ?
13:18 | (New member) Mister Eko: 早い。。。
13:25 | (New member) Ark K.: are you drunk already?
13:28 | (New member) gyroninja: False advertising!!!
13:28 | (New member) Moeniki: cute
13:32 | (New member) Verijero: slow down a bit please i cant follow
13:32 | Voltage: KUMAAAGGEEEE
13:35 | (New member) TWAIN: text is too fast
13:36 | (New member) CantDood: yeah she's going to pass out soon
13:41 | (New member) No Body: its time to use THAT
13:44 | (New member) LassesAffar: can you read slower?
13:49 | (New member) LapanNaxela: slower!
13:51 | (New member) BasedBug: H-HAYAI..!
13:52 | (New member) Suukotto Funsha: We're moving at Sonic speed now dads
13:55 | stuffed idiot: SLOWER PLS
13:59 | April Hart: かわいいすぎから僕の心臓は爆発します
13:59 | (New member) ThatVidyaGuy: HAYAI
14:03 | (New member) Verijero: we final fantasy 6 now
14:08 | (New member) Theblekedet: GOTTA GO FAST
14:08 | (New member) Moeniki: 2fast please slow down
14:08 | (New member) Stray Wolf: demon king 
14:09 | (New member) Steven Frati: kuso whiskey from xp hill
14:12 | (New member) ユーネ: はゃっ
14:24 | (New member) XenMaster220: really fast....
14:34 | (New member) BasedBug: 早い?
14:40 | (New member) Hanabi: ok I was expecting something more Half Minute Hero and less I Wanna Be The Guy
14:41 | (New member) Sol Codguy: the work of an enemy stand
14:43 | (New member) Ark K.: slow motion bear
14:45 | (New member) Lazm: beatani seiyuu ka
14:59 | (New member) CantDood: brbbrbrb
15:00 | (New member) Suukotto Funsha: Always blame the demon lord for any strange things that happened
15:03 | (New member) Mister Eko: 遅い。。。
15:11 | Alaor B: let's go?
15:21 | (New member) Theblekedet: The translation(?) is good
15:22 | (New member) Steven Frati: BEAR IS GO FAST
15:25 | (New member) Moeniki: Playing this game is like drinking in the morning
15:40 | (New member) 77Yuja_: theyre speaking too fast
15:51 | Luginov: i see why beatani had to drink for this
15:58 | stuffed idiot: I wish the queen would speak a little slower
15:58 | (New member) BasedBug: This feels like a massive headache
16:14 | (New member) Raziel: mach schnell bitte
16:51 | (New member) ThatVidyaGuy: Look both ways before crossing the street
16:55 | (New member) CantDood: the fun begins
16:56 | (New member) Suukotto Funsha: Save before you start
16:59 | (New member) Mister Eko: >My glasses***
17:04 | Luginov: hayai
17:07 | (New member) Sol Codguy: I never worry about traffic accidents when I wear glasses
17:09 | (New member) Steven Frati: Full frontal impact on bear incoming.
17:10 | (New member) TWAIN: i am speed
17:10 | (New member) hohoemikuma: h-hayai
17:13 | (New member) Suukotto Funsha: It begins
17:13 | Alaor B: here we go
17:14 | (New member) Rye Mountain: Oh no, avoiding traffic accidents while drinking alcohol at 7 am
17:17 | (New member) BasedBug: F...
17:18 | stuffed idiot: zooming
17:21 | (New member) CantDood: F
17:21 | (New member) Theblekedet: SPEED
17:22 | stuffed idiot: RIP
17:22 | (New member) ThatVidyaGuy: F
17:23 | Woop Woop: F
17:25 | Luginov: F
17:25 | (New member) Stray Wolf: F
17:25 | (New member) Sol Codguy: the glasses...
17:26 | (New member) Zia: F
17:26 | (New member) Absolute Link: WHAT lmao
17:27 | (New member) LassesAffar: F
17:27 | (New member) Takahama Nuuta: F
17:27 | Fumo Gaming: F
17:28 | (New member) TWAIN: F
17:29 | Mr. Gillespie: rip In pieces
17:29 | (New member) Margrave: F
17:30 | quietly: F
17:30 | (New member) anonEDM: F
17:34 | (New member) Absolute Link: laughed so hard she killed youtube
17:35 | Luginov: youtube also died on collision...
17:35 | Terjesel: he did warn you about the traffic accidents
17:36 | (New member) Lazm: Queen youtube
17:36 | (New member) TWAIN: :buffering:
17:36 | illogikal: theres the stream lol
17:36 | (New member) Suukotto Funsha: The bear's laugh is too powerful
17:36 | (New member) anonEDM: Susan hate
17:39 | (New member) ThatVidyaGuy: :buffering:
17:39 | (New member) LassesAffar: :buffering:
17:39 | (New member) Theblekedet: :buffering:
17:39 | (New member) Moeniki: :buffering:
17:42 | (New member) Matthew Caballero: :buffering:
17:42 | (New member) CantDood: Susan you're too slow!
17:43 | Sheep: time to restart the pc
17:44 | AtomicBanana 55: He can't keep up
17:44 | (New member) XenMaster220: Speed Kuma...
17:46 | (New member) Zia: guru guru
17:46 | (New member) Rye Mountain: :buffering:
17:50 | (New member) Verijero: packet loss maybe?
17:50 | SparkiL: :buffering:
17:52 | (New member) Stray Wolf: meds kicking in 
17:53 | (New member) LassesAffar: ok!
17:53 | (Owner) Beatani Ch. 熊谷ちさと: wait 10mi
17:54 | (New member) BasedBug: TOO HAYAI
17:54 | (New member) No Body: ok!
17:55 | (New member) Margrave: OK
17:55 | (New member) TWAIN: game too fast for youtube
